1,136,819,537,820,537,842,135,840, Hotline: 02471066866 Website: Vinmart.com,OTHER
2,184,793,487,795,487,816,184,815, CÁM DN QUÝ KHÁCH VÀ HỆN GẶP LẠI,OTHER
3,136,748,541,745,542,766,136,769, Tax invoice will be issued within same day,OTHER
4,204,721,463,720,463,742,204,742, Chỉ xuất hóa đơn trong ngày,OTHER
5,215,651,461,647,461,668,215,672, (Giá đã bao gồm thuế gtgt),OTHER
6,136,627,255,626,256,647,137,649, TIẾN TRẢ LẠI,OTHER
7,477,623,538,623,538,642,478,643, 90.000,OTHER
8,146,605,227,604,226,624,146,624, TIỀN MẶT,OTHER
9,472,600,538,602,537,621,471,619, 108-000,OTHER
10,136,580,274,577,276,600,137,603, TIẾN KHÁCH TRẢ,OTHER
11,477,578,536,577,537,596,478,597, 18.000,OTHER
12,137,557,293,554,293,575,137,578, TỔNG TIỀN Ả GIẢM,OTHER
13,137,532,340,532,341,553,138,554, TỔNG TIẾN PHẢI T. TOÁN,TOTAL_COST
14,476,532,535,531,536,551,476,551, 18.000,TOTAL_COST
15,135,488,264,489,264,507,136,507, 8934563301156,OTHER
16,326,488,377,487,378,507,327,509, 9.000,OTHER
17,474,486,533,485,534,505,475,505, 18.000,OTHER
18,135,463,497,463,497,486,135,485, Miến Phú hương vị sườn Acecook gói 58g,OTHER
19,137,440,218,442,218,462,137,460, Mặt hàng,OTHER
20,309,442,368,443,368,462,309,461, dn giá,OTHER
21,464,440,524,438,525,459,465,459,,OTHER
22,137,394,216,396,216,414,137,413, Quầy:001,OTHER
23,409,397,528,395,529,414,410,417, NVBH:09024527,OTHER
24,138,372,376,377,375,395,137,390, Ngày bán: 12/08/2020 18:20,TIMESTAMP
25,427,375,522,371,523,389,427,393, H:00045949,OTHER
26,263,352,402,355,402,373,263,370, HÓA ƠN BÁN HẢNG,OTHER
27,335,308,455,307,456,329,336,329, 024.71066866-49871,OTHER
28,316,283,474,283,473,305,315,306, TP. Cảm Phá, T. Quảng Ninh,ADDRESS
29,142,268,270,280,266,313,139,301, VinCommerce,SELLER
30,318,258,472,261,472,282,318,279, Tổ 8, Khu 3B, P. Cầm Trung,ADDRESS
31,299,233,490,236,491,257,299,255, VM4 QNH Tỏ 8 Khu 3B Cầm Trung,ADDRESS
