1,237,810,527,808,528,830,238,832, CÁM DN QUÝ KHÁCH VÀ HỆN GẶP LẠI,OTHER
2,257,740,507,740,506,763,257,762, Chỉ xuất hóa đơn trong ngày,OTHER
3,422,673,583,678,582,696,421,691, 00537600100023828,OTHER
4,189,677,314,674,315,693,189,696, Số tham chiếu,OTHER
5,191,652,421,649,422,669,191,672, tiểm tích(1.000VND:1 điểm),OTHER
6,432,626,583,631,582,650,432,645, XXXXXXXXXXXXXXXI574,OTHER
7,190,629,350,626,351,647,190,650, ID thể khách hàng,OTHER
8,267,581,505,581,504,600,267,600, (Giá đã bao gồm thuế gtgt),OTHER
9,191,561,305,560,305,578,191,579, TIỀN TRẢ LẠI,OTHER
10,533,536,587,539,586,558,531,556, 9.000,OTHER
11,197,537,251,535,252,554,197,557, Vinid,OTHER
12,534,516,584,516,585,532,535,532, 9.000,OTHER
13,190,515,322,514,323,532,191,533, TIỀN KHÁCH TRẢ,OTHER
14,191,489,341,488,341,508,190,508, TỔNG TIẾN Ã GIẢM,OTHER
15,535,469,585,469,585,485,535,485, 9.000,TOTAL_COST
16,190,465,388,465,388,486,189,486, TỔNG TIẾN PHẢI T. TOÁN,TOTAL_COST
17,533,420,585,420,586,439,534,439, 9.000,OTHER
18,374,421,424,421,425,440,375,440, 9.000,OTHER
19,185,420,313,421,313,439,186,438, 8908009419200,OTHER
20,184,394,550,397,549,418,184,416, Bánh sừng bò Bauli Moonfils Socola 47g,OTHER
21,518,372,578,371,578,390,518,391, T. Tiển,OTHER
22,356,372,417,372,417,394,356,394, ơn giá,OTHER
23,185,368,267,371,266,394,184,391, Mặt hàng,OTHER
24,460,326,588,324,589,342,461,344, NVBH:09026650,OTHER
25,185,323,263,325,263,345,185,342, Quẩy:001,OTHER
26,481,304,577,303,577,318,481,319,,OTHER
27,183,299,425,301,425,322,183,321, Ngày bán: 15/08/2020 07:22,TIMESTAMP
28,310,276,454,276,453,295,309,295, HÓA ƠN BÁN HẢNG,OTHER
29,386,230,504,229,505,251,387,252, 02471066366-13761,OTHER
30,369,204,528,203,528,224,369,225, P. Càm Đông, TP. Cảm Phả,ADDRESS
31,184,193,316,197,314,231,183,226, VinCommerce,SELLER
32,358,174,537,175,536,197,357,196, Số 463, Tổ 66, Khu Diêm Thuy,ADDRESS
33,333,148,563,147,564,170,334,170, VIM4 QNH SỐ 463 Tỏ 66 Khu Diêm Thủy,ADDRESS
