1,775,1538,869,1547,866,1579,773,1571, 26,000,OTHER
2,223,1532,298,1530,299,1558,224,1560, Trả lại,OTHER
3,763,1497,867,1507,864,1541,760,1531, 250,000,OTHER
4,218,1495,402,1478,405,1510,222,1526, Tiền khách đưa,OTHER
5,763,1459,868,1469,864,1503,760,1493, 224,000,TOTAL_COST
6,215,1459,400,1440,404,1472,218,1491, Khách phải trả,TOTAL_COST
7,215,1419,345,1408,347,1440,219,1452, Chiết khấu,OTHER
8,762,1379,868,1389,865,1422,759,1412, 224,000,OTHER
9,214,1381,396,1366,399,1400,217,1415, Cộng tiền hàng,OTHER
10,786,1327,868,1334,865,1367,784,1360, 32,000,OTHER
11,489,1299,559,1304,557,1334,487,1329, 32,000,OTHER
12,212,1281,398,1265,400,1300,216,1315, TH Ít Đường 1L,OTHER
13,788,1217,872,1226,868,1261,785,1251, 32,000,OTHER
14,488,1192,561,1199,559,1234,484,1226, 32,000,OTHER
15,208,1174,402,1158,404,1192,212,1209, TH có đường 1L,OTHER
16,789,1110,870,1114,869,1148,786,1144, 16,000,OTHER
17,490,1094,554,1097,552,1128,489,1125, 2,000,OTHER
18,205,1064,525,1050,526,1084,206,1098, Kẹo dẻo Yupi Frankfuter 8g,OTHER
19,788,1003,872,1007,871,1040,786,1036, 12,000,OTHER
20,491,996,553,994,554,1023,492,1025, 2,000,OTHER
21,203,962,476,953,476,981,203,990, Kạo dẻo Yupi Buger Bg,OTHER
22,772,898,869,898,869,931,771,930, 132,000,OTHER
23,485,888,553,890,552,925,483,922, 11,000,OTHER
24,199,850,427,847,427,879,199,882, Bò húc Thái 250ml,OTHER
25,724,786,869,784,869,817,724,818, Thành tiền,OTHER
26,467,785,564,785,563,819,466,819, Đơn giá,OTHER
27,195,713,296,714,295,748,194,747, Địa chì:,OTHER
28,194,671,482,675,482,707,194,704, Điện thoại: 0987088533,OTHER
29,193,626,481,633,480,667,193,660, Khách hàng: chú nghĩa,OTHER
30,645,517,870,501,873,536,647,551, Ngày: 14-08-2020,TIMESTAMP
31,191,516,377,523,376,557,190,550, Số: SONO5687,OTHER
32,393,467,661,453,664,492,395,507, HÓA ĐƠN BÁN HÀNG,OTHER
33,453,365,596,350,600,384,456,399, 0945984733,OTHER
34,407,276,644,256,647,295,411,314, Phúc Anh Minimart,SELLER
