1,51,965,248,963,248,981,51,983, Chụp báng Galaxy M21,OTHER
2,50,936,303,935,303,958,50,959, Samsung Triple Camera,OTHER
3,54,906,111,905,112,925,55,926,,OTHER
4,289,660,338,659,338,671,289,672,,OTHER
5,297,645,325,644,325,657,297,658,,OTHER
6,251,629,373,629,373,644,251,644, TÙI NHI NHÂN HỒA SỨN THANH NAN NAY,OTHER
7,254,605,296,600,298,615,256,620,,OTHER
8,228,588,302,585,304,605,230,607,,OTHER
9,231,571,303,571,303,582,231,582,,OTHER
10,232,559,297,559,297,571,232,571,,OTHER
11,233,546,282,546,282,558,233,558, APP: MASTERCHAI,OTHER
12,331,532,393,532,393,544,331,544,,TOTAL_COST
13,232,529,298,531,298,546,231,544, TỔNG CÔNG:,TOTAL_COST
14,368,507,393,507,393,518,368,518,,OTHER
15,317,507,367,507,367,518,317,518,,OTHER
16,231,503,307,506,306,521,230,518,,OTHER
17,361,492,393,492,393,507,361,507,,OTHER
18,266,492,305,495,304,508,265,505,,TIMESTAMP
19,232,494,254,494,254,505,232,505,,TIMESTAMP
20,315,481,346,481,347,493,316,493,,OTHER
21,282,481,308,481,309,494,283,494, 000112,OTHER
22,271,467,340,466,340,481,271,482, THANH TOÁN,OTHER
23,231,454,270,454,270,469,231,469,,OTHER
24,230,439,290,442,289,457,229,454,,OTHER
25,318,430,389,431,389,443,317,441,,OTHER
26,232,430,285,430,285,441,232,441,,OTHER
27,316,417,390,419,389,431,315,429,,OTHER
28,275,418,308,418,308,430,275,430,,OTHER
29,329,406,388,406,388,418,329,418,,OTHER
30,313,390,390,394,389,409,312,405,,ADDRESS
31,232,392,281,392,281,404,232,404,,ADDRESS
32,314,377,390,380,389,395,314,392,,OTHER
33,230,376,271,379,271,394,230,391,,SELLER
34,247,336,364,342,363,361,246,355, Vietcombank,OTHER
