1,190,798,609,796,608,821,189,824, Hotline: 02471066866 Website: vinmart.com,OTHER
2,242,772,554,771,555,794,243,794, CÁM DN QUÝ KHÁCH VÀ HỆN GẶP LẠI,OTHER
3,264,694,531,696,531,719,264,716, Chỉ xuất hóa đơn trong ngày,OTHER
4,274,621,529,621,530,643,275,644, (Giá đã bao gồm thuế gtgt),OTHER
5,194,599,316,596,316,617,194,620, TIỀN TRẢ LẠI,OTHER
6,547,573,613,575,613,594,547,593, 22.000,OTHER
7,202,575,286,573,287,593,203,595, TIẾN MẶT,OTHER
8,549,550,613,549,613,568,549,569, 22.000,OTHER
9,194,550,336,547,336,568,194,571, TIỀN KHÁCH TRÃ,OTHER
10,195,524,355,524,354,544,195,543, TỔNG TIẾN Ã GIẢM,OTHER
11,546,498,614,499,614,522,545,520, 22.000,TOTAL_COST
12,196,498,404,499,404,519,195,519, TỔNG TIẾN PHẢI T. TOÁN,TOTAL_COST
13,547,452,610,451,611,470,548,471, 22.000,OTHER
14,381,453,442,452,443,471,382,472, 22.000,OTHER
15,192,451,326,453,326,470,191,468, 8936084590026,OTHER
16,192,425,493,427,492,449,191,447, Unclejax bắp rang vi bơ 80gt56,OTHER
17,537,400,604,399,605,421,538,422, T. Tiển,OTHER
18,370,403,431,402,432,421,371,422, dn giá,OTHER
19,192,398,277,401,276,423,192,420, Mặt hàng,OTHER
20,477,355,609,352,610,371,478,374, NVBH:09026650,OTHER
21,192,350,275,352,275,373,192,371, Quầy:001,OTHER
22,498,330,599,328,599,347,498,349, H:00023854,OTHER
23,192,325,443,331,442,352,191,347, Ngày bán: 15/08/2020 11:07,TIMESTAMP
24,322,302,472,305,472,326,322,324, HÓA ƠN BÁN HÀNG,OTHER
25,403,259,525,257,525,278,403,280, 02471066366- 53761,OTHER
26,383,230,547,230,548,253,382,252, P. Cám Đông, TP. Cảm Phả,ADDRESS
27,195,220,330,223,329,257,193,254, VinCommerce,SELLER
28,374,203,555,204,555,225,374,225, Số 483, Tổ 68, Khu Diêm Thủy,ADDRESS
29,348,175,581,176,582,198,348,198, VM4 QNH SỐ 463 TỔ 66 Khu Diêm Thủy,ADDRESS
