1,27,957,308,960,307,989,26,985, Giá trị thưởng tích lũy:,OTHER
2,555,953,640,954,640,983,555,982, 46,629,OTHER
3,28,915,222,919,221,948,27,945, Hạng hiện thời:,OTHER
4,29,868,218,872,218,902,28,898, Điểm hiện thời:,OTHER
5,556,868,640,869,640,899,556,898, 10,072,OTHER
6,32,825,165,828,164,855,32,852, Điêm mua:,OTHER
7,39,780,299,783,299,813,38,809, (O) Nguyễn văn hùng,OTHER
8,38,740,337,741,337,767,38,766, Mã thẻ: A10000000067,OTHER
9,540,678,636,679,636,706,540,705, 184,000,OTHER
10,317,678,376,675,378,704,319,707, VND,OTHER
11,39,671,217,674,217,701,38,697, Tiền khách trả:,OTHER
12,538,634,636,638,636,665,538,661, 184,000,TOTAL_COST
13,42,630,175,636,174,669,40,663, Tổng cộng:,TOTAL_COST
14,42,593,142,595,140,630,40,627, Tổng số:,OTHER
15,547,548,629,549,629,576,547,575, 31,000,OTHER
16,387,547,467,547,467,575,387,575, 31,000,OTHER
17,251,547,302,547,302,571,251,571, GOI,OTHER
18,58,510,543,511,543,537,58,535, 09955039500509 Mì chính a n54g NT,OTHER
19,256,469,304,469,304,493,256,493, GOI,OTHER
20,547,467,626,468,626,495,547,494, 15,000,OTHER
21,386,469,465,465,466,491,387,495, 15,000,OTHER
22,61,430,455,429,455,461,61,462, 291000020000 Đường trắng 1kg NT,OTHER
23,261,397,304,397,304,417,261,417, TUI,OTHER
24,386,395,462,390,464,413,387,419, 46,000,OTHER
25,532,388,614,396,611,420,530,411, 138,000,OTHER
26,198,284,501,273,502,306,199,317, HÓA ĐƠN BÁN HÀNG,OTHER
27,208,203,485,191,486,216,209,229, Chợ Sủi Phú Thị Gia Lâm,ADDRESS
28,238,167,458,153,460,176,240,189, MINIMARTANAN,SELLER
