41,961,238,961,238,979,41,979
41,933,293,933,293,956,41,956
46,902,102,902,102,921,46,921
56,755,365,752,365,766,56,769
94,735,328,733,328,748,94,750
57,697,373,693,373,710,57,714
112,677,312,678,312,693,112,692
119,621,311,620,311,638,119,639
59,604,151,601,152,619,60,621
324,603,371,603,371,619,324,619
65,586,131,583,132,601,66,604
319,584,370,584,370,600,319,600
62,567,165,567,165,582,62,582
324,566,370,566,370,582,324,582
64,549,180,549,180,564,64,564
64,531,216,531,216,546,64,546
323,531,370,531,370,546,323,546
60,497,158,497,158,511,60,511
200,496,247,496,247,511,200,511
322,496,367,496,367,512,322,512
61,479,354,480,354,495,61,494
316,461,360,461,360,477,316,477
193,460,239,460,239,476,193,476
60,459,124,459,124,477,60,477
271,426,366,427,366,440,271,439
61,425,121,425,121,439,61,439
286,407,359,408,359,423,286,422
62,406,245,406,245,421,62,421
157,388,267,388,267,403,157,403
217,355,305,355,305,370,217,370
203,333,319,337,318,355,202,351
63,328,161,332,160,358,62,354
192,315,328,317,328,335,192,333
196,299,326,300,326,315,196,314
