45,962,241,972,240,990,44,980
45,934,297,946,296,969,44,957
52,903,108,906,107,925,51,922
142,658,454,651,455,668,142,675
182,638,415,633,415,650,182,655
142,603,457,596,458,614,143,621
194,582,396,579,396,597,194,600
201,529,392,524,392,542,202,547
141,511,234,510,234,528,141,529
139,491,212,495,211,514,138,510
404,489,451,489,451,505,404,505
139,476,248,474,248,492,139,494
402,471,450,469,451,489,403,490
141,458,261,455,261,474,141,476
140,438,296,438,296,457,140,456
401,436,448,436,448,452,401,452
139,405,237,403,237,418,139,420
276,405,322,403,323,418,277,420
399,401,445,401,446,417,400,417
138,385,289,385,289,403,137,403
138,366,201,366,201,385,137,385
268,367,317,367,317,386,268,386
390,364,438,364,438,383,390,383
138,333,199,333,198,348,138,348
347,332,441,331,441,346,347,347
136,313,321,313,321,332,137,332
362,314,435,313,435,329,362,330
232,294,344,295,343,313,232,312
288,263,380,263,380,281,288,281
139,241,234,245,233,267,138,263
270,243,395,244,395,262,269,261
272,222,395,226,394,244,271,240
259,204,408,207,408,226,259,223
