155,889,580,870,582,898,157,917
302,859,466,850,467,875,303,884
94,824,660,804,661,834,94,854
371,763,429,762,429,790,371,791
63,767,256,764,256,790,63,793
593,757,671,753,672,779,594,784
60,724,211,728,211,762,60,757
596,718,674,714,675,741,596,745
60,686,173,687,172,721,59,720
594,632,672,630,672,657,594,659
432,632,514,631,514,660,432,661
73,592,634,591,635,620,73,621
603,549,670,545,672,572,604,576
445,548,512,547,512,575,445,576
294,548,344,547,344,570,294,571
78,507,614,511,614,537,78,533
590,467,667,467,666,494,589,493
433,467,509,466,510,493,434,494
293,463,344,465,343,489,292,487
81,421,643,430,642,462,80,454
585,392,658,391,659,415,586,416
428,387,507,388,507,415,428,413
89,343,625,357,624,382,88,368
232,309,639,321,639,347,232,334
100,305,216,311,216,334,99,328
228,262,540,276,538,308,226,294
237,178,522,193,520,216,236,200
268,144,495,158,493,179,267,165
