239,465,239,480,205,479,205,464
255,484,256,500,206,501,205,485
253,622,253,638,207,637,208,621
255,572,256,587,208,589,208,574
263,529,263,547,204,546,204,528
275,553,274,568,208,566,209,551
284,446,283,461,205,459,206,444
357,594,358,616,206,618,205,595
406,268,405,288,316,286,317,266
419,658,420,677,311,677,310,658
420,710,420,728,341,727,341,709
420,683,420,701,339,700,339,682
421,736,420,751,319,749,320,734
420,761,420,776,355,775,355,760
435,411,436,429,293,433,292,415
440,335,441,357,279,359,278,338
443,371,443,389,282,392,282,374
444,821,444,840,289,839,289,820
448,843,447,861,285,864,285,846
482,310,482,334,244,338,244,314
492,389,491,407,256,413,255,395
517,522,518,541,440,543,439,523
518,570,518,586,470,585,470,569
520,616,519,635,472,634,473,615
520,660,520,676,473,675,473,659
524,707,525,726,474,727,473,709
523,735,522,751,475,750,476,734
