142,973,310,971,311,1017,143,1019
281,850,454,843,455,872,282,879
70,807,653,790,654,823,70,840
36,749,226,748,226,775,36,776
564,739,658,738,658,765,564,766
566,697,659,696,660,723,567,724
342,699,401,699,402,728,343,728
47,702,234,699,235,725,48,728
566,655,659,654,659,680,566,681
47,658,191,661,190,694,46,691
46,620,155,621,156,655,46,654
566,568,649,564,651,591,568,594
407,568,487,567,488,594,408,595
272,570,320,570,321,594,273,594
59,535,580,531,579,557,59,560
561,493,636,492,637,514,562,515
406,493,483,492,484,515,407,516
60,448,511,454,510,482,59,476
225,409,626,414,626,447,224,442
70,407,190,414,188,436,69,430
204,357,523,369,522,406,203,395
213,261,505,279,503,304,211,287
245,220,480,234,479,261,243,246
70,9,307,12,303,96,66,85
