174,1274,478,1276,477,1306,173,1304
236,1219,412,1223,411,1253,234,1249
60,979,384,981,384,1022,59,1019
65,944,330,946,330,978,65,976
514,891,597,895,595,928,513,924
314,893,393,894,392,926,314,924
514,856,595,857,595,886,513,884
318,856,397,854,398,885,319,887
70,859,193,856,194,882,71,885
513,820,594,818,595,845,514,847
68,817,281,815,281,847,69,848
525,779,598,778,598,806,525,807
71,781,258,777,258,807,71,811
516,735,596,737,595,766,515,764
69,737,196,738,195,769,68,769
67,701,172,698,173,732,68,735
461,653,593,653,593,679,461,678
529,624,590,623,591,646,530,647
69,633,300,628,300,648,69,653
406,624,468,622,469,644,407,646
324,586,593,581,593,606,324,611
65,586,180,589,178,616,63,613
143,540,511,537,511,564,143,567
190,496,468,493,468,520,189,523
73,450,579,445,579,476,74,481
200,413,456,419,455,445,200,439
87,379,560,384,559,414,87,409
123,285,533,290,531,368,122,363
