43,962,239,966,239,984,43,980
42,933,295,940,295,963,42,956
49,903,105,904,104,923,48,922
153,647,449,648,450,664,153,663
190,628,415,630,415,647,189,645
154,594,453,594,454,609,154,609
204,573,398,575,398,593,203,591
210,521,396,521,397,539,210,540
155,504,243,504,242,520,155,520
161,487,223,487,224,503,161,503
409,488,455,487,456,503,410,504
156,470,255,471,256,486,156,485
408,471,455,469,456,485,409,487
157,452,271,453,270,468,156,467
157,434,304,435,304,452,157,451
408,435,454,433,455,449,409,451
154,401,248,401,248,416,154,416
289,401,334,403,334,418,289,416
408,401,454,399,455,415,409,417
151,382,428,381,427,399,152,400
154,364,216,366,215,384,153,382
283,364,327,365,326,381,282,380
400,363,448,362,449,380,400,382
153,331,213,330,212,347,153,348
360,329,454,328,454,344,360,345
153,310,333,311,334,329,154,328
373,311,447,311,447,326,373,326
246,292,357,293,356,310,245,309
304,258,394,257,394,277,304,277
156,236,251,239,250,264,155,261
292,239,407,239,407,257,291,257
280,219,417,220,417,238,281,238
283,201,416,200,415,218,283,220
