36,975,199,973,199,991,36,993
34,951,244,949,244,971,34,972
37,927,88,926,88,945,37,946
146,813,340,812,341,831,147,832
153,784,335,784,334,805,152,805
44,744,263,738,263,760,44,767
230,710,309,709,310,732,231,733
375,678,432,680,431,700,374,698
186,680,308,679,308,701,186,702
375,650,433,649,433,671,375,672
216,648,310,651,309,674,215,672
214,617,309,619,309,641,214,640
373,590,430,589,430,611,373,612
178,589,309,590,308,613,178,612
374,541,427,541,427,560,374,560
49,543,103,543,103,562,49,562
46,514,143,516,143,538,46,535
371,485,425,485,425,505,371,505
48,485,103,485,103,508,48,508
48,460,131,460,131,479,48,479
337,428,423,430,424,449,338,447
46,430,114,430,115,452,47,452
46,377,104,376,104,397,46,398
47,352,87,352,87,372,47,372
48,326,141,329,142,348,48,345
155,294,321,295,321,314,155,312
109,268,367,270,366,291,108,290
143,244,331,244,330,267,143,265
141,205,329,207,328,229,141,227
99,178,375,179,375,202,99,200
48,143,413,152,412,184,48,175
189,124,284,123,285,148,190,149
