505,1012,793,1016,792,1036,506,1036
490,894,628,896,627,918,489,916
712,875,781,876,781,899,712,898
395,870,720,875,719,896,394,891
588,810,640,810,640,830,588,830
352,804,507,810,506,833,351,826
353,784,532,791,531,813,353,805
564,768,616,768,616,788,564,788
354,766,533,770,533,791,354,787
357,747,531,752,531,770,356,765
769,712,883,713,883,732,769,730
359,709,567,713,566,732,359,727
756,673,880,674,880,693,756,692
363,671,458,676,457,694,362,689
364,653,584,656,584,674,364,671
778,618,877,616,877,634,778,636
801,597,876,597,876,616,801,617
376,617,438,618,437,637,376,636
776,579,875,578,875,596,776,597
377,599,428,599,429,618,377,618
369,582,573,582,573,600,369,600
764,542,872,542,872,561,764,561
751,524,872,521,872,539,751,542
370,544,618,546,618,565,370,564
370,527,530,526,530,545,370,546
761,503,872,502,872,520,762,521
808,486,871,483,872,501,809,504
369,508,474,508,474,527,369,527
760,468,871,466,872,484,761,486
366,488,598,487,598,513,367,513
369,467,420,471,419,495,367,491
758,415,868,411,869,428,759,432
403,418,506,419,505,437,402,436
760,397,811,396,811,412,760,413
405,401,550,402,551,416,404,416
370,381,652,381,652,399,370,400
758,361,866,355,867,373,759,379
590,362,650,362,650,381,590,381
404,362,507,364,507,383,404,380
757,341,853,336,854,355,758,360
405,347,548,348,549,363,404,362
390,327,663,325,663,347,391,348
746,287,864,282,865,300,747,305
557,290,650,292,650,312,556,309
370,291,453,294,452,313,371,310
469,260,561,258,562,276,469,278
371,255,406,256,406,272,370,271
446,240,615,238,615,256,446,258
374,237,431,239,430,255,372,253
725,217,860,209,861,227,726,235
512,222,570,222,571,238,512,238
371,217,485,222,485,240,370,235
571,187,650,183,651,198,572,202
534,168,691,160,692,178,535,186
535,45,658,42,659,60,535,63
