210,808,506,807,506,822,211,823
246,790,471,788,470,803,246,805
213,754,511,752,512,767,213,769
262,734,455,734,455,752,262,752
269,681,452,678,453,696,270,699
214,662,301,661,301,679,214,681
460,663,510,663,510,678,460,678
221,644,283,645,282,663,220,662
459,645,510,645,509,660,458,660
214,628,317,626,318,644,215,647
466,628,510,628,510,643,466,643
216,610,337,608,337,626,216,628
216,591,365,591,365,610,216,610
465,593,509,593,509,608,465,608
216,560,310,560,310,575,216,575
347,560,391,561,391,576,347,575
463,559,508,559,508,575,463,575
215,541,446,541,446,559,215,559
217,527,276,528,276,543,217,542
341,525,393,526,393,542,341,541
463,525,506,525,506,541,463,541
218,493,276,494,275,509,217,508
415,493,506,490,506,505,415,508
219,476,391,478,391,493,219,491
430,476,506,476,506,490,430,490
308,460,419,461,419,476,308,475
363,428,448,426,448,442,363,444
353,411,460,412,460,426,353,425
221,404,312,408,311,430,220,426
333,390,479,390,479,408,334,408
352,374,458,375,458,390,352,389
