26,971,189,971,189,989,26,989
26,947,234,948,234,970,26,969
27,923,78,923,78,942,27,942
133,742,214,739,214,757,133,760
85,706,264,703,265,721,86,724
70,606,181,603,181,618,71,621
231,601,278,601,278,617,231,617
73,572,114,572,114,587,73,587
197,569,277,566,277,582,197,585
71,538,111,538,111,554,71,554
234,534,277,534,277,550,234,550
72,505,112,505,112,521,72,521
72,490,98,490,98,502,72,502
193,487,274,487,274,502,193,502
71,470,119,473,118,489,70,486
235,470,274,470,274,486,235,486
210,455,272,455,272,470,210,470
70,456,105,453,107,470,72,473
211,440,273,438,273,454,211,456
70,437,137,440,137,458,69,455
72,425,131,425,131,439,72,439
236,423,273,423,273,438,236,438
238,407,272,407,272,422,238,422
72,394,124,394,124,405,72,405
222,391,269,391,269,407,222,407
72,377,107,377,107,393,72,393
86,343,254,345,254,363,86,362
78,325,253,329,253,347,78,343
225,285,269,285,269,300,225,300
72,283,118,283,118,298,72,298
166,269,268,269,268,284,166,284
72,268,104,268,104,283,72,283
236,252,268,255,267,270,235,267
73,250,118,253,117,269,72,266
115,212,220,204,223,247,118,255
