177,912,479,925,478,947,176,933
274,899,391,903,390,921,273,917
135,865,533,879,533,901,135,886
472,841,540,842,539,861,471,860
313,836,354,837,353,856,312,855
117,825,241,831,240,850,116,845
471,810,539,811,539,830,471,829
115,797,210,806,208,828,114,820
116,774,187,775,186,798,115,797
476,745,537,746,536,768,475,767
362,744,418,745,417,764,361,763
126,711,444,717,444,735,126,729
476,685,534,686,533,705,475,704
363,683,419,684,418,703,362,702
130,654,442,656,442,675,130,672
475,627,533,628,533,647,475,646
362,625,419,623,420,644,363,645
137,597,475,600,475,618,137,615
274,570,308,568,310,585,275,587
365,569,420,570,420,589,365,588
474,570,531,571,531,590,474,589
142,543,475,543,474,566,142,565
276,518,312,517,314,533,277,534
368,518,421,517,422,536,369,537
473,517,529,515,530,535,474,536
150,495,456,494,455,512,150,513
378,468,421,469,421,485,378,484
480,466,527,464,529,483,481,485
155,445,474,443,474,462,155,464
377,419,423,417,424,435,378,437
471,417,525,415,526,433,472,435
158,397,495,392,495,414,159,419
287,372,322,373,322,389,287,388
372,370,421,368,423,386,373,388
473,369,523,367,524,383,474,385
174,332,269,332,268,346,174,345
259,329,514,320,515,341,259,350
248,303,449,298,450,320,249,325
256,252,439,245,440,259,257,267
277,225,423,221,424,239,276,243
