121,1012,184,1013,184,1024,121,1023
297,1008,557,995,558,1017,299,1027
100,962,315,960,315,985,100,988
508,953,561,949,563,974,510,977
100,933,249,927,250,953,101,958
102,895,249,892,249,918,102,921
104,863,208,860,209,884,105,887
108,829,318,825,319,851,109,855
109,798,336,794,337,816,108,819
483,749,555,747,555,769,484,771
106,747,246,743,247,765,107,769
110,716,200,717,199,742,109,741
485,717,555,718,554,741,484,740
112,677,217,683,216,708,111,703
485,680,551,681,551,700,485,699
112,654,188,655,188,677,112,676
120,616,192,617,192,637,120,636
489,617,545,617,545,636,489,636
380,614,430,613,431,634,381,636
120,585,228,590,227,611,119,607
383,587,432,587,432,608,383,608
124,559,498,560,497,582,123,581
481,533,540,531,541,550,482,552
372,530,428,531,428,550,372,549
131,502,487,505,487,526,132,524
373,473,427,477,425,497,371,493
481,477,538,474,538,493,481,496
134,445,498,449,498,473,134,469
378,422,425,421,426,441,379,443
278,420,314,421,314,439,278,438
478,422,536,420,536,439,479,441
133,416,202,415,203,434,134,436
380,398,426,396,426,417,380,418
137,389,235,390,234,409,136,408
142,336,223,341,222,360,141,354
230,308,453,317,452,342,228,333
235,244,443,256,441,278,233,266
259,216,424,228,422,250,256,237
