75,1176,399,1181,398,1209,74,1204
75,1132,492,1138,492,1170,75,1164
90,1079,160,1084,160,1104,89,1099
238,936,698,932,698,955,239,959
297,904,642,903,642,926,297,927
242,851,704,847,703,869,241,874
321,820,614,818,614,841,321,842
330,737,614,733,614,759,331,764
244,711,378,710,378,736,243,738
635,711,702,712,702,732,635,731
253,685,345,686,345,709,253,708
633,685,702,686,702,707,633,706
246,659,399,656,398,681,246,683
632,658,702,659,701,680,631,679
246,634,420,631,421,654,247,656
248,604,473,601,473,628,248,631
629,603,700,604,699,628,628,627
244,555,387,552,388,575,245,578
448,552,515,553,515,577,448,576
628,549,699,550,699,578,628,577
245,528,677,522,677,547,245,554
245,503,335,501,336,524,246,526
435,501,505,498,506,522,436,525
618,496,686,497,686,521,618,520
245,449,332,450,332,473,245,472
553,447,692,445,693,468,554,470
246,425,512,421,513,445,247,450
572,421,684,419,684,442,573,444
384,394,544,392,544,418,383,421
469,348,601,347,601,370,469,371
253,319,389,321,388,354,252,352
433,318,638,319,639,343,433,342
464,294,607,293,607,316,464,316
431,265,638,263,637,290,430,292
