404,936,551,936,551,954,404,954
522,905,588,904,588,918,522,919
396,879,476,879,476,895,396,895
629,868,699,873,697,893,628,887
455,851,637,847,637,866,456,871
370,835,422,835,422,850,370,850
369,815,425,818,424,834,368,830
656,815,694,815,694,831,656,831
364,775,495,777,496,796,365,795
638,774,694,774,695,794,639,794
369,737,466,737,466,752,369,752
654,733,699,733,699,753,654,753
572,733,619,733,619,753,572,753
424,711,478,711,478,731,424,731
364,687,473,687,473,707,364,707
364,666,467,666,467,681,364,681
527,663,579,662,579,682,527,683
662,662,699,662,699,679,662,679
360,643,411,643,411,663,360,663
527,641,574,640,574,660,527,661
626,639,698,636,699,656,627,659
430,623,483,623,483,643,430,643
529,623,601,622,601,637,529,638
438,584,617,583,617,612,438,613
463,565,592,562,593,578,463,580
428,545,627,544,627,562,428,563
405,496,654,500,653,534,405,530
