451,1190,491,1189,491,1208,451,1209
722,1118,830,1119,829,1152,721,1149
375,1112,641,1121,639,1150,373,1142
722,1080,830,1078,831,1108,723,1110
390,1071,640,1079,639,1109,389,1101
329,1028,639,1035,638,1069,329,1062
721,997,824,996,824,1026,721,1027
355,991,640,997,639,1029,354,1024
424,949,639,956,638,990,424,983
715,907,820,910,820,940,715,937
460,911,556,909,557,935,461,937
315,910,386,909,387,941,316,942
132,870,309,872,308,901,131,899
131,839,803,837,803,871,131,873
712,802,811,801,811,827,712,828
461,804,555,802,555,828,461,830
314,803,388,806,387,836,313,833
134,770,524,764,524,792,134,798
133,737,706,735,707,769,134,771
726,697,809,696,809,727,726,728
423,702,527,704,526,730,422,727
138,704,254,707,253,735,137,732
475,665,546,664,547,686,476,687
138,667,436,665,437,689,138,691
472,633,626,634,626,658,472,658
136,639,236,638,236,662,136,663
470,601,630,602,630,628,469,626
136,601,322,605,322,630,135,627
471,571,773,565,774,585,471,591
135,570,258,573,257,597,135,594
255,500,665,493,666,517,256,524
167,424,309,418,310,443,167,450
360,408,755,401,755,429,361,437
361,349,560,349,560,371,361,371
367,287,548,284,548,304,367,307
