41,1188,303,1186,303,1213,41,1215
46,1154,105,1154,104,1178,46,1178
98,888,431,880,431,912,98,920
28,848,232,844,233,872,29,876
431,842,527,841,528,869,432,870
28,808,248,807,248,835,29,836
27,769,147,771,147,803,27,801
432,770,527,769,527,797,432,798
28,739,108,737,109,765,29,767
294,739,370,737,371,761,295,763
442,738,527,740,527,763,442,761
29,706,173,704,173,732,30,734
307,704,370,705,370,730,307,729
453,705,529,707,529,731,453,729
29,674,174,672,174,699,28,700
308,672,370,673,370,698,308,697
454,671,527,673,527,697,454,695
39,634,140,640,139,664,38,658
406,634,529,633,528,661,406,662
43,600,370,600,370,626,44,627
44,569,401,571,402,595,45,593
47,536,247,539,247,562,47,559
43,496,434,497,433,523,43,523
123,461,453,459,454,491,123,493
