62,1197,323,1191,324,1213,63,1220
67,1160,132,1159,132,1184,67,1185
115,882,468,876,468,906,115,912
474,833,574,831,575,859,475,861
38,837,255,837,256,865,39,865
36,796,272,796,272,824,36,824
475,756,574,754,574,782,475,784
36,754,165,757,163,789,35,786
484,718,575,721,574,746,484,743
325,720,404,718,405,742,326,744
39,721,174,724,174,752,39,749
452,679,575,681,574,703,452,702
49,678,156,682,155,710,48,706
55,644,401,641,401,667,54,671
56,611,437,610,437,633,57,633
56,573,275,573,274,600,56,600
54,532,473,529,472,556,54,559
139,494,491,490,492,518,139,522
