129,936,566,943,565,972,128,965
272,915,442,914,442,939,272,941
66,870,643,871,644,900,67,900
38,821,215,823,214,846,37,844
556,818,653,819,652,846,555,845
328,779,390,776,391,804,329,807
34,776,222,775,223,801,34,801
557,776,656,775,657,802,558,803
29,736,158,735,158,769,30,770
572,736,657,734,658,761,573,763
29,682,167,687,165,720,27,715
573,683,658,681,659,709,573,710
25,643,136,647,136,681,25,677
398,590,483,591,483,621,398,620
566,592,649,589,650,617,567,620
40,554,618,552,618,578,40,579
37,506,139,507,139,532,37,531
565,505,649,506,649,533,565,532
412,506,482,504,483,532,413,533
253,505,310,502,311,530,255,533
38,465,188,466,188,492,38,491
414,466,484,467,484,494,414,493
39,424,593,426,593,455,39,452
396,381,480,382,480,408,396,407
563,382,647,383,647,409,563,408
43,340,604,345,604,370,43,365
57,302,173,306,171,330,56,325
368,305,627,306,626,331,367,331
211,305,381,306,381,328,211,327
187,256,520,259,520,291,187,288
203,178,498,183,497,206,202,200
236,148,469,150,469,168,236,166
