301,1187,798,1190,797,1228,300,1226
158,1083,421,1091,419,1139,156,1131
799,1086,942,1087,941,1128,798,1127
466,1012,586,1013,585,1052,465,1051
813,1009,937,1007,938,1048,813,1051
164,950,585,953,585,991,165,989
465,882,583,883,582,925,464,923
807,880,928,881,927,920,806,919
168,824,501,821,502,864,169,867
463,760,583,756,584,797,465,801
799,759,918,757,919,798,800,800
176,705,685,704,684,741,175,742
461,646,580,644,581,684,462,685
745,642,905,639,907,678,746,681
184,521,375,523,375,553,184,551
671,528,898,523,899,558,672,562
385,462,698,466,697,496,385,492
370,355,712,360,711,388,370,384
198,309,879,320,879,349,198,338
374,267,708,270,708,298,374,295
