31,973,195,971,195,989,31,991
31,949,239,948,240,970,32,971
32,925,83,924,83,943,32,944
161,751,339,749,339,767,161,769
168,727,334,726,334,745,168,746
68,687,261,685,261,704,68,706
240,657,310,657,310,676,240,676
198,631,310,630,310,649,198,650
373,629,423,628,423,648,373,649
371,604,419,603,420,619,372,620
223,599,310,602,310,624,223,622
223,575,310,575,310,593,223,593
369,550,417,549,417,565,369,566
189,547,308,548,307,571,188,569
71,507,122,507,122,526,71,526
368,506,415,505,415,521,368,522
71,480,154,483,153,503,70,499
71,455,122,455,122,475,71,475
363,453,414,452,414,472,363,473
71,430,126,432,126,451,71,449
70,404,131,407,130,427,69,424
334,402,412,401,412,420,334,421
72,358,122,358,122,378,72,378
73,314,156,317,155,335,72,333
168,286,319,284,319,302,169,304
102,264,382,261,383,279,103,283
158,242,325,240,326,259,158,261
157,208,323,207,323,225,157,226
117,181,367,179,367,202,117,204
76,156,407,155,407,180,76,181
198,132,283,131,283,154,198,155
