43,959,240,966,239,987,42,980
44,934,296,941,295,964,43,957
49,903,106,905,105,924,48,922
104,659,466,660,467,678,104,677
147,637,422,638,421,656,147,655
105,594,473,596,474,614,104,612
166,569,401,573,401,592,166,589
174,507,402,506,402,527,173,528
107,485,212,486,212,505,107,504
418,487,474,486,475,506,419,506
114,465,187,465,187,484,114,484
417,465,474,465,474,484,417,485
108,444,231,443,230,462,108,463
424,443,475,442,475,462,424,462
109,422,256,422,256,440,109,441
110,399,290,399,289,421,109,420
424,401,474,400,474,419,424,420
108,361,221,360,221,378,107,379
279,360,325,361,325,380,279,379
424,359,472,356,474,376,426,378
108,337,457,336,457,358,107,360
108,317,180,317,180,338,108,336
261,314,327,316,327,339,261,337
417,316,473,313,474,335,418,337
110,276,179,276,179,295,109,295
357,276,471,273,471,291,357,294
110,256,326,255,326,273,110,274
373,252,469,251,470,270,374,272
222,233,360,233,360,251,221,252
292,194,397,193,398,212,292,213
114,166,226,169,225,199,113,196
278,170,414,170,414,191,278,192
256,147,435,146,435,168,256,168
278,124,413,124,414,145,278,146
