148,947,492,952,492,975,148,970
262,918,398,918,398,943,263,945
104,878,556,884,555,913,104,907
93,835,307,834,307,860,93,860
489,836,556,838,555,864,488,862
96,806,241,803,241,826,96,828
98,768,242,769,242,794,97,793
97,736,201,737,201,759,97,759
497,768,555,770,555,794,497,792
105,705,283,704,283,728,105,728
104,674,328,673,329,695,105,696
99,626,236,628,236,650,98,649
495,624,550,623,551,647,496,648
105,592,243,595,243,616,105,614
107,565,200,567,200,591,107,589
474,594,548,590,550,613,475,617
111,528,210,533,208,556,110,550
474,565,547,561,548,583,475,586
111,501,189,505,188,528,110,525
474,527,548,525,549,548,475,550
121,468,194,470,193,490,120,487
376,473,426,470,427,491,377,493
124,439,229,445,228,466,122,461
481,466,542,465,543,488,482,490
378,446,428,444,429,464,379,466
125,417,390,420,389,442,125,440
273,393,310,393,310,410,273,410
360,390,425,390,425,409,361,409
471,385,540,384,540,404,472,407
228,307,454,305,454,333,228,334
237,249,443,248,443,266,237,267
260,223,425,220,425,240,260,242
