247,982,489,986,489,1004,247,1000
327,972,422,973,422,988,327,987
501,920,539,920,539,936,501,936
203,914,356,917,355,936,203,932
202,892,308,894,307,912,202,910
203,866,308,870,307,889,203,885
203,844,278,846,278,864,203,862
206,820,335,818,335,837,207,840
204,797,372,796,372,814,204,815
490,762,537,762,537,781,490,781
205,761,304,761,304,775,205,775
490,740,535,740,535,756,490,756
207,738,273,738,273,757,207,757
209,710,281,713,280,731,208,728
488,711,532,711,532,727,488,727
212,692,265,692,265,708,212,708
216,663,270,663,270,679,216,679
405,662,441,663,441,679,405,678
481,662,528,659,530,678,482,681
216,642,294,642,294,660,216,660
405,641,441,642,441,658,405,657
217,622,480,621,480,637,217,638
219,598,272,598,272,614,219,614
404,597,440,598,440,614,404,613
482,597,526,597,526,613,482,613
219,577,294,579,293,595,218,593
403,575,443,576,443,595,403,594
217,557,486,553,487,575,217,578
220,535,273,535,273,550,220,550
404,533,439,534,439,550,404,549
480,532,523,532,523,548,480,548
220,515,295,515,295,533,220,533
404,514,440,515,440,531,404,530
220,495,453,494,453,512,220,513
381,477,434,478,434,493,381,492
226,476,388,475,388,493,226,494
426,476,510,471,511,486,427,491
289,452,459,449,459,470,289,474
214,426,238,426,238,438,214,438
292,403,449,400,450,418,293,422
310,379,435,380,435,398,310,397
